loan_acc_num,missed_repayments,loan_amount,collateral_value,interest
LN35331247,346633.46,290312,39304.14,12.6
LN96429648,586001.07,1589116,393968.12,8.9
LN99831087,89612.81,121923,35017.26,8.1
LN69947052,10897.82,24006,6411.4,10.4
LN76932375,244292.23,315426,26041.19,11.7
LN60813843,33067.82,23870,3607.76,14.3
LN69827955,168516.15,102165,16891.43,9.4
LN77298583,76916.78,84052,3216.29,9.9
LN97508233,44458.41,48742,10149.12,13.4
LN99921270,658589.68,438646,69102.75,8.6
LN61282532,60282.38,77760,11854.64,8.5
LN28908454,80914.64,228209,66251.87,8.6
LN48437132,1410734.08,1894282,78626.06,13.7
LN55811644,965155.32,1794714,15875.8,10.5
LN23708249,718711.07,467324,21316.34,8.8
LN64297194,47292.46,23326,4503.75,11.4
LN84971200,1236904.7,499573,94211.76,13.8
LN27379607,620626.68,1103244,258819.0,10.9
LN27075252,22929.92,22863,6799.66,10.7
LN20547558,12937.23,14165,878.23,13.3
LN29860182,202271.8,336765,2256.71,11.5
LN29627495,15060.78,17772,4289.44,12.5
LN65286981,7675.74,13594,2914.85,10.7
LN79333039,10736.44,13220,1206.3,12.0
LN86180525,19141.24,28381,7741.74,10.3
LN75707451,170949.45,229320,20656.11,13.7
LN72981473,94981.15,260663,74475.82,8.8
LN23183255,107828.42,208195,32419.13,11.7
LN94614271,150560.41,425091,106850.46,8.6
LN88058988,451374.82,414770,91401.66,11.6
LN42958240,168848.83,326221,66000.94,11.7
LN22944658,401014.12,225577,17848.65,10.1
LN94037176,1413747.03,1421473,150526.04,10.7
LN15571524,2513019.02,1964435,308098.16,13.4
LN63296997,940930.13,433478,33141.42,12.2
LN91369552,41742.87,83904,13637.75,9.8
LN59441586,5197.39,6407,1601.58,11.8
LN42537208,98646.83,220714,49661.38,10.4
LN96080236,217992.37,300708,23126.92,13.4
LN73127701,185920.61,130670,13222.88,14.7
LN38001113,639379.14,1561523,325270.22,9.7
LN54819174,185735.6,156881,36135.64,12.5
LN29382146,135435.95,125534,24447.49,11.5
LN49698993,50143.44,20023,2573.85,13.9
LN83536941,895602.22,405512,113511.8,12.4
LN95158532,1318409.35,1637652,467381.47,12.1
LN13081358,176378.36,104595,1932.19,9.6
LN91721885,169832.01,151566,11718.46,11.9
LN41626994,21646.65,20510,1526.5,11.2
LN81676879,6697.25,12309,3667.61,11.9
LN20239110,197025.55,174229,3960.26,12.0
LN15003161,3106.84,3863,863.53,8.3
LN11309047,269357.89,293773,39330.19,13.5
LN47205189,1111794.23,1852515,532516.47,11.5
LN98109799,3412.62,7871,1891.22,9.7
LN53205742,101522.08,244435,8712.46,9.8
LN16415117,15340.51,16830,864.67,13.3
LN18710627,247085.53,581235,137340.68,8.6
LN19604496,282081.02,292052,7653.4,14.1
LN82542881,14703.7,20407,1171.22,13.2
LN77322036,59496.34,70403,17205.42,9.2
LN86355399,3815.03,2409,11.18,8.6
LN86059248,380490.74,456925,53910.78,9.1
LN93715472,1322648.29,1642925,71717.15,12.1
LN66620830,77123.31,124890,9898.9,9.6
LN31177889,91822.85,212826,44407.0,8.7
LN29933270,7653.57,9358,2442.63,12.0
LN41315660,80367.36,160256,47792.03,11.4
LN14674616,360060.14,274355,66087.68,13.7
LN97735498,770428.93,403892,57215.94,10.8
LN29753121,20442.21,11393,2244.18,10.1
LN54821225,18188.8,7440,1247.79,13.5
LN72107265,104713.45,192208,11518.01,8.6
LN57658058,1344709.16,1906803,397998.2,10.8
LN31291893,1182516.9,1694903,69829.41,10.7
LN27780596,106445.23,115964,4710.89,13.5
LN81469751,576257.72,561808,66261.11,11.0
LN83625450,11231.22,24173,1615.83,10.6
LN88620824,72058.32,63023,17567.98,12.1
LN43036382,493110.72,191654,9922.25,14.3
LN46967248,238783.01,244981,27740.26,10.5
LN66289208,3599.54,7626,1123.44,10.4
LN35859523,47968.93,18578,228.58,14.3
LN51637505,94122.45,177821,41095.89,11.9
LN56471189,1183323.09,1648786,151814.39,13.3
LN57129673,260040.31,104969,18952.65,13.8
LN85700279,13180.59,22693,3051.09,9.0
LN14371488,18228.1,13204,3342.4,14.2
LN20488392,65897.52,69245,16212.93,13.9
LN33051293,17568.62,22300,1290.36,14.2
LN34650150,359449.49,541239,31801.49,14.2
LN18183850,1341019.97,1940773,37935.61,12.9
LN79022132,1737049.2,987793,286156.88,10.0
LN75756282,597540.94,809603,83650.61,13.6
LN14154358,91377.44,139952,14823.55,14.0
LN82430241,847867.09,1541283,124944.13,10.7
LN94662469,3271175.9,1520486,417207.33,12.1
LN27084257,1280807.31,1009658,98719.47,13.3
LN62835200,93209.25,183885,987.63,11.5
LN80605217,20144.75,24729,6646.77,14.6
LN54741097,347224.0,457546,21351.53,11.5
LN84166863,29827.72,33831,5348.96,13.0
LN70169699,21173.68,14149,1912.32,8.5
LN92537927,150706.54,226513,36257.14,12.5
LN37561648,160343.57,315001,47427.73,8.1
LN96673663,57898.04,82724,21329.16,13.0
LN90571241,14570.98,17522,2963.64,14.8
LN39204126,13191.88,21612,266.83,9.4
LN69516392,1349966.28,1141278,148654.1,12.5
LN10604578,146178.85,231495,43287.29,9.8
LN45721514,328120.24,577108,58134.76,12.6
LN42119845,112946.82,252783,39515.14,10.4
LN23016813,55809.14,99893,18528.68,12.4
LN37302538,207451.18,428402,59655.32,11.1
LN58642298,1874370.31,697163,71580.61,14.9
LN93372484,1061961.67,1072585,317501.94,14.4
LN35078811,35337.89,73460,6248.22,11.0
LN85573019,177141.2,522006,939.38,8.3
LN98772955,34421.62,23370,5866.38,8.4
LN61364483,11589.86,7880,303.43,8.3
LN52032647,305276.71,272579,61171.42,11.9
LN63432576,255182.62,253340,65970.1,14.6
LN76492158,163591.04,255913,40556.74,12.1
LN70843225,14273.9,14836,4313.86,13.9
LN99381838,1036041.3,396778,60090.64,14.5
LN52124679,9450.52,11785,1704.17,14.3
LN96111942,261033.72,180348,2747.29,8.3
LN68154309,219425.91,225218,54683.4,14.2
LN77796430,961007.77,1461021,33520.37,14.1
LN10085988,221966.3,267687,65589.54,12.4
LN98691335,1289348.39,1270292,103394.42,14.7
LN36298678,315992.91,420632,64490.41,11.4
LN71500635,358490.43,897902,246104.66,9.5
LN73707278,7885.86,7731,99.92,10.7
LN85291257,98215.51,165000,25624.94,9.3
LN70668677,583886.1,273727,69152.09,12.0
LN28068003,104004.56,159030,36782.63,10.1
LN52836644,5541.47,6099,1002.81,13.0
LN60781360,126058.26,242350,61215.0,10.2
LN31746100,14900.69,20422,1249.59,11.0
LN86192104,13613.4,6900,1295.49,11.0
LN59775685,37794.84,68967,14076.05,12.2
LN88615555,3640236.14,1927604,361118.91,10.7
LN58997289,82046.78,248594,21801.72,8.1
LN83788385,9356.4,7885,186.74,12.3
LN74253661,526801.11,195890,6890.05,14.9
LN31124011,460740.68,306833,50776.25,8.6
LN53370490,22102.3,15537,2835.93,14.6
LN70957577,870411.75,1531442,35929.7,12.6
LN51597706,96724.68,74213,15898.33,13.6
LN98992368,215295.16,113909,23149.86,10.7
LN10588989,110343.23,115525,12793.82,10.3
LN16320195,31760.24,21553,4656.15,8.4
LN66377610,667203.16,360329,71419.59,10.5
LN68280847,145133.55,270075,74738.9,8.5
LN23024637,559580.34,260027,67364.71,12.1
LN40225055,542206.47,666885,154987.31,12.2
LN99031499,231365.8,206549,17024.67,11.9
LN24364648,26664.02,58641,17085.06,10.5
LN15806214,502431.68,1232198,269153.21,8.3
LN35429109,198965.08,192685,15635.34,14.9
LN59800161,193984.45,288787,64726.05,12.6
LN75089220,64298.53,85378,22550.07,11.4
LN60885960,454184.37,214809,28154.98,11.9
LN27140693,278593.48,494981,109251.3,12.5
LN77559196,367025.19,543389,93826.48,10.4
LN32614881,1140045.69,1749556,349888.28,14.0
LN59152014,72333.59,161739,38093.49,10.4
LN80495664,13642.59,15072,576.14,13.2
LN93207937,158190.33,319045,5969.78,9.8
LN95512205,246089.44,184407,16000.47,13.9
LN10883380,845213.82,1911337,31753.97,8.9
LN66902064,126297.83,234538,42839.48,10.5
LN90545239,379403.46,265529,54500.72,8.2
LN71718440,186944.99,292107,10971.69,13.8
LN41215811,175378.49,223835,55498.97,8.6
LN87537716,306109.29,395314,35319.45,11.7
LN13157097,4822.93,5336,984.42,12.9
LN53281720,199348.07,274962,65907.14,13.4
LN47638314,894276.95,1386287,107517.94,12.2
LN63276276,147401.09,181127,17774.82,12.2
LN46168558,116919.48,249690,17032.8,10.8
LN93023559,32415.87,18522,1605.01,9.9
LN13015903,11941.88,18214,2831.41,12.2
LN24521125,282531.27,280517,23389.84,14.6
LN41297313,9914.57,26722,7981.04,8.8
LN66621746,618608.2,452632,89023.58,14.2
LN23582027,34550.6,47444,3691.96,13.4
LN65526452,7921.02,19504,813.08,8.1
LN20940473,1064464.14,1226036,117512.4,12.9
LN48475160,150368.96,270021,15615.24,10.8
LN24789134,6767.45,9628,126.95,10.5
LN39795231,95464.35,81281,3139.44,12.4
LN36465176,365030.82,1046027,274559.97,8.5
LN98254645,405108.74,928040,105091.27,8.8
LN84597636,277106.09,509198,47262.04,10.6
LN42185491,302365.2,221173,5199.84,14.2
LN17007565,257260.45,407655,49387.35,9.8
LN75063214,565168.87,1715926,463265.33,8.1
LN64815659,1267916.49,485596,114525.46,14.5
LN33285512,622610.88,255394,4940.1,13.6
LN19333241,185651.61,133250,35603.07,8.0
LN92161671,31199.43,39103,8931.38,14.4
LN19590956,16569.82,27875,5432.04,11.3
LN79385068,10101.58,18016,3943.77,10.7
LN60320963,7976.76,13098,3613.28,9.3
LN50486934,11232.37,24449,4417.12,10.5
LN52711107,135416.46,352374,25950.91,9.2
LN48369395,418068.63,206935,1983.53,11.4
LN51800934,5717.52,5492,1162.05,10.8
LN41484218,18883.5,23584,944.45,8.7
LN93436458,963217.17,368882,41650.61,14.5
LN61241401,5426.62,9249,1749.87,8.9
LN23017713,4008.11,4555,1204.25,12.5
LN95973130,339003.06,205639,27345.8,9.4
LN58558675,473517.37,192698,14483.49,13.7
LN82900608,141682.21,219249,28820.67,10.0
LN79096199,13668.98,14922,702.19,9.8
LN16375398,1756951.09,1265480,197809.29,14.4
LN41306646,295588.59,129324,24629.84,12.8
LN69903967,3583124.73,1975217,406733.8,10.3
LN54835576,277277.63,125486,30203.74,12.4
LN61823733,99197.55,129776,779.78,8.4
LN85426751,22404.58,45403,13453.83,11.2
LN44811505,1226092.35,1000430,12634.72,12.9
LN13156777,188718.66,462524,69378.45,8.3
LN93011461,418042.24,415887,90063.53,10.8
LN71834554,10912.22,8175,1028.99,13.7
LN19338164,570281.76,1657859,2077.99,8.4
LN97671756,95384.27,236830,36296.43,8.2
LN84476065,1136020.87,1371002,322758.94,12.4
LN71951868,2630394.35,1123371,237242.17,13.1
LN46747489,4731.63,12477,1890.59,8.8
LN47256838,7852.08,15843,1368.65,9.6
LN88083108,454573.89,539460,24008.17,9.2
LN15263254,61293.49,94671,18257.02,10.0
LN57335454,2169966.35,1362527,96314.95,9.1
LN16279214,1037344.46,1515753,296972.98,12.8
LN88495167,1331812.24,1136136,258756.37,12.4
LN94759570,57642.25,39223,1027.43,8.4
LN75946688,19647.32,39760,5299.02,9.7
LN94254593,174907.48,172129,40715.7,10.9
LN98021374,475003.97,1077313,84743.31,10.3
LN63388494,240306.26,236559,30333.53,10.9
LN84536794,9205.13,23484,1107.21,9.2
LN53985410,495678.89,404358,39381.45,12.9
LN38500359,269379.18,666002,172873.79,9.6
LN96414054,566473.73,1065348,200701.93,10.4
LN61129664,31193.42,11616,3239.89,14.8
LN36387271,191825.32,456565,56845.99,9.9
LN67751660,16894.01,19071,2845.85,13.0
LN33944888,550513.11,277682,72805.31,11.2
LN19101892,14895.27,10505,87.16,14.5
LN49359074,46659.49,18625,2137.08,13.9
LN57382450,3533.51,6612,993.12,11.5
LN74600223,233633.49,212558,31891.6,11.7
LN14849637,651971.89,1792361,195715.04,8.8
LN65955033,88392.91,221022,33900.61,9.5
LN63654371,990773.52,1476139,354219.1,12.6
LN12648750,7129.08,18068,4373.9,9.2
LN24331328,130894.55,267137,23835.78,11.2
LN10614309,218914.84,391947,93531.0,8.8
LN27013881,6503.32,12062,1026.62,11.8
LN15495199,2359.61,4179,694.83,11.7
LN62728615,13719.71,10312,2649.07,13.7
LN77389387,24251.88,26260,4795.06,13.5
LN27609197,1355364.2,1847739,419694.41,8.1
LN15089161,3177754.25,1544789,157036.5,11.6
LN36861149,337300.73,332112,55599.93,10.9
LN20290537,11985.68,21676,3328.43,10.6
LN28179782,1625040.78,1152401,344760.57,8.1
LN31986093,56835.93,27788,4387.52,11.5
LN70413561,410953.8,323854,7571.47,13.3
LN25608097,10411.6,24053,6636.2,8.6
LN36880797,1263434.55,766725,205170.64,9.4
LN40262207,13375.19,16490,274.54,14.5
LN27131344,21913.0,21410,4295.34,14.7
LN43387991,6404.43,9077,2355.86,12.8
LN87352724,8308.67,14003,143.48,9.1
LN58875700,33169.16,56868,14574.37,12.8
LN73297190,8240.78,5109,1402.26,9.0
LN38911362,18682.61,17924,5036.87,14.9
LN50247934,5373.47,12705,1805.08,8.3
LN57636138,21531.95,16406,3049.69,13.6
LN88168572,4521.89,7278,1274.27,9.3
LN95283097,313100.19,429905,37866.63,11.1
LN46766939,64389.09,24959,1154.9,14.3
LN61913249,592761.45,1340323,284563.9,8.9
LN69819309,110262.13,215227,50923.61,11.6
LN41630267,85421.37,228100,90.42,9.0
LN48151337,1534983.18,1151001,79806.01,13.9
LN84472197,132993.94,161800,34371.75,14.8
LN77109811,21019.05,35929,1846.47,9.1
LN62920059,335272.3,223241,32360.71,8.6
LN84797910,8003.99,17215,1501.17,9.1
LN35310980,8262.41,12388,2357.03,12.3
LN83506632,996882.06,440022,13555.67,12.7
LN44872624,1072817.55,1783722,436613.31,9.4
LN22418283,163351.62,495533,75376.23,8.1
LN55534858,62182.56,78211,8989.16,8.7
LN64906468,425241.84,790543,236458.8,10.5
LN44897023,30022.1,55876,8488.34,12.0
LN97553637,1130774.22,1911130,542760.93,13.0
LN45585271,3706.96,6765,959.49,10.2
LN94155173,1412233.99,1273567,262260.88,11.8
LN18280056,62976.47,151452,14786.55,9.8
LN52325872,1034634.77,1784737,24042.73,9.1
LN27882047,119835.64,260294,23192.79,9.2
LN21831751,308998.45,432679,84550.07,15.0
LN36703624,193854.61,268884,11357.62,11.0
LN45121483,22801.41,23422,467.02,14.1
LN92951741,347037.09,142321,16084.82,13.6
LN86834585,442551.33,454437,76184.39,14.2
LN22674083,294391.04,413860,104380.55,13.2
LN83646881,15741.15,29443,8085.33,11.9
LN64410010,468911.77,189340,41365.68,13.8
LN97859957,669991.92,293242,13469.86,12.8
LN20145299,380903.19,190298,43773.53,11.3
LN71896863,1068298.08,1437116,311733.18,8.2
LN96300167,184772.09,188034,3216.79,14.3
LN46468595,201980.86,241281,25117.39,12.5
LN78660718,303688.93,397824,117983.17,8.4
LN54157335,192928.27,278981,81171.73,12.9
LN21409708,102673.47,158800,937.73,10.0
LN90477029,1393930.25,541900,90040.37,14.3
LN55203579,604176.29,689446,145195.03,13.0
LN98946342,496684.03,347651,8280.59,8.2
LN39616485,4457.17,9165,1789.47,9.3
LN49340427,201790.54,306558,45750.18,14.1
LN82425521,12318.7,7883,1293.07,8.8
LN82667211,275122.89,351284,66337.85,8.6
LN53777795,670815.41,1306507,55846.39,10.1
LN25106572,199221.0,240230,57861.11,12.4
LN70181261,1058567.85,1585324,122786.32,10.3
LN22037943,252233.74,273094,64615.9,10.0
LN36773291,354791.43,358203,67864.71,14.4
LN24700916,286878.18,226029,30979.38,13.3
LN66164154,43633.5,102258,11523.29,8.6
LN58304046,167639.29,240043,26180.14,10.7
LN48534508,2869.7,4082,1206.65,14.1
LN66820804,504147.5,393974,60503.43,13.4
LN10834287,15066.73,22193,6547.58,14.3
LN12573370,31148.75,15617,4137.9,11.2
LN56850885,26962.07,23691,1600.3,12.0
LN26612438,72301.24,90981,25995.39,8.7
LN95628189,245091.8,456340,12274.63,8.5
LN87309649,10793.27,13693,2437.98,11.7
LN98396504,31944.12,12165,275.65,14.5
LN91956312,79985.43,141873,20971.0,12.5
LN76803631,200714.55,368758,71597.26,8.6
LN48334778,83790.85,59291,15401.66,8.1
LN54585383,154258.29,358141,56245.64,10.1
LN71199853,2772.52,4805,562.79,8.5
LN94441990,182204.35,269211,42146.81,14.4
LN82538455,161011.01,230554,40525.04,13.0
LN82402764,89202.53,172176,17755.94,11.7
LN21760018,164116.23,270312,72103.33,11.6
LN94763120,470877.3,452596,32957.96,15.0
LN77827982,21369.96,8557,914.81,13.8
LN69195651,142875.01,216125,59485.88,10.2
LN95142479,713007.09,290199,2143.28,13.7
LN64717452,362018.39,224624,34814.98,9.2
LN82972221,106211.09,98410,17367.95,11.5
LN54395297,887817.37,705816,100213.89,13.2
LN85958781,1041602.57,738609,69023.62,8.1
LN49151971,170646.13,82864,3518.48,11.6
LN94300710,607491.77,239726,46849.13,14.1
LN68720363,142366.22,179392,10971.08,8.7
LN54355382,154884.23,106955,7395.85,8.3
LN63273280,21029.45,43071,345.12,11.1
LN33945477,5872.34,7806,940.12,11.1
LN90830820,117274.6,217004,3560.52,12.1
LN35186326,1095998.79,518482,137810.87,11.9
LN61983385,124586.91,266084,37997.04,10.8
LN28142005,14579.47,14316,3042.2,10.8
LN92819256,694357.97,1117346,244131.58,13.5
LN21660771,348467.61,434017,42348.19,8.8
LN55689377,4132198.99,1736439,465456.27,13.3
LN78979458,518187.9,325280,20133.48,9.1
LN87350577,8067.17,11871,1596.82,14.2
LN35820672,20069.57,7965,591.61,13.9
LN98915590,9380.69,18998,2556.8,11.1
LN37839075,23614.52,25659,7394.42,9.9
LN22722126,189485.91,400270,57502.94,10.9
LN64568606,591844.45,292990,65354.81,11.4
LN23935150,22035.91,15294,406.45,8.2
LN91700309,10534.78,15875,1199.26,14.0
LN10622703,472494.17,511752,152173.35,10.0
LN53599562,145078.16,252386,8361.65,12.7
LN69052755,1183621.08,1551242,118233.66,8.4
LN28356170,333900.88,444093,68522.36,13.8
LN78450289,3693687.58,1936776,245067.68,10.8
LN72705669,143347.93,249027,34092.3,11.1
LN40152265,102317.75,266123,24941.48,9.2
LN31311038,390982.35,447961,39889.73,9.5
LN42158424,176345.56,178988,3855.46,10.6
LN43637769,14589.45,12857,689.48,11.9
LN44041355,6705.02,15751,466.39,8.4
LN51777337,66432.63,90061,24511.87,11.2
LN50055946,112214.87,223916,27792.95,11.4
LN24847109,21419.96,20287,12.06,11.2
LN23100251,29666.34,39140,10441.02,8.3
LN53819397,112327.46,65851,2549.27,9.7
LN56314938,123960.69,211316,41155.57,12.9
LN58349543,70319.94,79463,13933.05,9.6
LN61284765,785066.51,1980752,162913.36,8.1
LN84172154,4639108.82,1803656,387925.22,14.3
LN21993266,176032.35,225752,37935.18,14.2
LN73014037,716446.69,465850,61159.53,8.8
LN84653501,21724.92,23292,1045.49,13.6
LN72241295,13435.43,24296,5530.52,12.2
LN32342115,12782.4,15333,2757.7,14.8
LN51248434,539064.98,632360,124162.94,12.7
LN31685405,187699.09,313822,16839.17,13.1
LN37571524,682802.47,1162072,202307.76,11.3
LN90226748,202997.64,162660,8888.44,13.1
LN32441849,130732.46,258060,42235.66,11.5
LN96935067,8809.58,17394,3853.22,9.8
LN27056503,603272.81,313175,91614.14,10.9
LN15439991,1050371.34,1431891,294157.66,8.1
LN28313330,115356.42,141762,23747.46,8.9
LN88083218,62683.92,117560,11289.54,10.4
LN44391950,105631.27,71993,14985.4,8.4
LN87967938,355023.85,275066,63479.11,13.5
LN29221253,1029207.49,458139,35842.49,12.6
LN66731043,1350977.25,1900177,302784.05,13.2
LN65488271,37904.26,22387,3163.82,9.6
LN67739993,146264.42,265147,60082.12,8.7
LN30633813,112747.44,155536,8519.36,8.0
LN79357861,7754.88,9883,2001.83,14.0
LN99353260,238642.95,255714,12706.89,13.7
LN63588710,1395415.74,654304,156365.69,12.0
LN26650315,691703.82,635708,167124.05,11.6
LN78244874,5270.21,7109,1080.83,15.0
LN71701121,15720.97,10222,723.38,8.7
LN32473993,7376.39,5568,1315.05,13.5
LN54734292,649967.52,911745,149850.44,10.9
LN41462414,124444.58,236476,42940.69,10.3
LN81251187,49990.45,50595,15044.79,10.6
LN74126560,193424.1,187318,51039.7,14.9
LN17335029,603740.11,771183,155526.61,8.6
LN73420229,13141.66,23746,1403.72,12.2
LN53612300,90379.87,165843,46627.77,10.6
LN90663224,110100.61,88147,1350.94,13.1
LN90187109,117959.71,165012,37731.05,15.0
LN47809264,106145.63,188384,43561.47,12.5
LN75421058,1976.07,5397,1053.7,8.1
LN62412039,145689.0,170706,17081.24,9.3
LN61013778,46195.12,105638,21634.87,10.2
LN93950350,80814.62,116032,27298.09,14.7
LN23215677,53619.36,23006,2356.5,13.0
LN94808432,96814.31,105856,17151.11,9.9
LN89062174,16114.17,11655,1598.8,14.2
LN68660246,47628.46,107286,19710.93,8.9
LN27550845,82323.28,253141,67939.33,8.0
LN81756422,565278.49,951198,103989.37,9.3
LN68461574,1702842.72,884170,53595.45,10.9
LN35405713,103811.0,192052,13771.78,12.1
LN13531681,1375003.88,1276125,267686.77,11.5
LN70152542,2681976.75,1978747,86309.87,14.1
LN86483278,539823.53,320366,76616.12,9.6
LN20403060,3613070.6,1373698,108562.81,14.6
LN40919038,13108.07,20711,366.75,9.7
LN93308880,95023.97,64752,14879.19,8.4
LN25229245,1060492.33,1343229,32005.98,11.9
LN80764784,90432.05,148102,37682.11,13.3
LN80703298,42796.86,31692,5671.11,14.0
LN97992840,125651.6,225566,32516.94,10.8
LN93844487,262590.09,296813,58107.39,13.1
LN17046826,12669.89,7659,2028.76,9.3
LN12932006,3950.76,4160,512.36,9.8
LN82763864,143581.26,260704,39288.49,10.7
LN88904274,147133.42,355525,30041.68,8.4
LN64453528,10407.91,8961,1139.04,12.1
LN30376948,14866.19,11005,330.55,13.9
LN99681218,338981.99,172576,40049.99,11.1
LN66228808,434753.11,940411,225187.45,10.7
LN89339884,21479.28,21503,1289.33,14.4
LN39269922,334168.02,523085,77569.75,12.1
LN48175411,43866.3,48963,2219.32,13.2
LN76164296,2115.2,3462,1028.73,10.8
LN28803347,231694.44,277275,63637.98,15.0
LN19957585,6509.87,8724,1339.63,13.4
LN39612595,180196.15,462938,83886.35,9.3
LN33505259,12616.93,20415,6047.5,9.5
LN94415300,359893.05,298755,42692.79,12.7
LN82364354,119661.31,206113,1324.37,9.1
LN46461368,85059.52,155655,42214.12,12.2
LN52807716,632892.61,980403,189729.35,10.0
LN62960675,211252.02,79664,12037.1,14.7
LN72345637,287569.14,236590,53347.8,12.8
LN74238570,135539.78,346494,12246.42,8.0
LN63412621,598671.79,363247,90042.01,9.4
LN38108087,644873.29,491498,106123.64,13.7
LN62717240,2106523.21,1605835,25026.78,13.7
LN28254299,839124.57,602758,10351.52,8.0
LN82054252,292027.7,396800,30394.85,11.2
LN45018763,268686.74,664303,788.73,9.6
LN59857681,208284.98,377740,113282.17,8.7
LN23435936,941965.08,619899,95071.58,8.7
LN43708681,1674545.41,1039444,19597.79,9.2
LN15035990,197489.95,174638,36065.71,12.0
LN77894729,15241.94,23088,2783.86,14.0
LN26440822,84807.93,120168,24131.74,13.1
LN41014482,9657.57,21986,2472.69,10.1
LN44412508,20997.02,32239,3858.62,10.0
LN61753169,322534.55,243729,65725.82,13.8
LN71956879,30473.58,76866,20740.48,9.4
LN81466145,377619.23,276246,8166.82,14.2
LN71433800,13655.3,22911,3888.74,11.3
