loan_acc_num,missed_repayments,loan_amount,collateral_value,interest,risk_score,risk_level
LN71856042,384011.89,145935,12098.2,14.6,768041,HIGH
LN26852125,25036.15,17482,4797.63,14.7,50083,HIGH
LN82031279,133739.15,164109,928.29,14.7,267662,HIGH
LN99410639,352295.97,361728,9324.4,14.2,704636,HIGH
LN83053752,1396057.45,1600068,210760.77,9.5,2.79213e+06,HIGH
LN37610724,2216.64,2293,135.43,9.6,4453.73,HIGH
LN57996286,804859.5,1276029,49946.63,9.8,1.60975e+06,HIGH
LN92055200,2739505.19,1450619,200848.17,10.7,5.47902e+06,HIGH
LN30464501,322741.47,296522,64187.36,11.6,645492,HIGH
LN40315076,320866.94,318600,91437.33,14.6,641743,HIGH
LN21893385,53776.52,121189,9797.72,8.9,107569,HIGH
LN81930342,10524.32,21844,304.97,10.9,21125.1,HIGH
LN32455934,21791.92,42233,5277.75,11.6,43595.8,HIGH
LN24490826,102555.18,104013,9597.84,10.6,205126,HIGH
LN94080426,10769.87,11096,2950.39,10.3,21546.9,HIGH
LN32002107,2355.03,3315,721.15,12.3,4720.75,HIGH
LN91194286,5314.95,9413,116.35,8.6,10713.2,HIGH
LN84923921,275846.83,143146,25189.51,10.9,551703,HIGH
LN77621636,3974548.94,1593072,341566.52,13.9,7.94911e+06,HIGH
LN95961154,94761.95,184920,50764.03,11.6,189531,HIGH
LN22844992,116857.23,187779,21859.64,13.5,233729,HIGH
LN83471162,1519.66,4034,268.62,8.1,3057.07,HIGH
LN36859774,148681.05,278135,3449.05,12.0,297449,HIGH
LN44285400,44823.09,77629,6781.12,11.1,89663,HIGH
LN82500203,5073.13,9290,2737.8,10.3,10154.5,HIGH
LN73433275,667672.45,299712,10454.24,12.5,1.33538e+06,HIGH
LN13657237,22296.36,15477,2351.59,8.2,44602.7,HIGH
LN18225057,400466.38,248490,46607.28,9.2,800942,HIGH
LN25511334,101895.87,215738,47402.32,9.4,203799,HIGH
LN38802791,405407.43,243226,53777.83,9.5,810823,HIGH
LN20187834,89739.98,189354,20779.98,10.9,179493,HIGH
LN64705648,531558.65,236576,12727.45,12.6,1.06314e+06,HIGH
LN21684802,472444.3,212051,13064.97,12.5,944910,HIGH
LN33712273,12435.59,19166,2087.69,12.1,24885.2,HIGH
LN10800163,4713.03,12954,322.15,8.5,9470.46,HIGH
LN79998665,173978.37,201533,45163.28,9.4,347965,HIGH
LN43443272,112865.07,135370,25407.45,9.1,225740,HIGH
LN65995219,332458.83,435532,1681.61,8.4,665179,HIGH
LN86594321,8915.57,17057,853.73,11.6,17855.8,HIGH
LN38326469,62710.47,147173,42132.72,8.6,125428,HIGH
LN61217111,277965.81,430370,5145.81,13.9,556021,HIGH
LN49902315,783192.54,1660932,82409.39,9.4,1.56641e+06,HIGH
LN66308374,518752.57,325630,50366.92,9.1,1.03752e+06,HIGH
LN34404917,11313.35,16440,662.13,14.4,22658,HIGH
LN94851392,61212.44,76994,2103.77,8.7,122465,HIGH
LN67440774,25060.1,9599,341.32,14.4,50155.3,HIGH
LN47961742,278043.35,279409,42289.45,10.7,556098,HIGH
LN63194913,12386.88,20211,4107.22,13.2,24783.5,HIGH
LN54031213,154669.88,171621,4332.02,13.3,309384,HIGH
LN31007411,1511350.78,887419,53622.11,9.7,3.02272e+06,HIGH
LN54379217,198924.75,134031,8924.59,8.5,397867,HIGH
LN26712423,175159.21,209207,39831.31,12.5,350330,HIGH
LN62461582,130658.55,142383,41216.08,13.5,261326,HIGH
LN24138646,12480.53,11984,2859.57,11.0,24969.7,HIGH
LN72838835,87401.31,227252,39857.13,9.2,174812,HIGH
LN89431523,1683121.04,1974573,250690.17,9.3,3.36625e+06,HIGH
LN26136665,495889.91,890436,244029.46,12.4,991788,HIGH
LN50589404,859003.76,1689250,383273.83,8.1,1.71801e+06,HIGH
LN34101283,222384.25,182918,36916.47,12.8,444779,HIGH
LN63452474,557411.96,439322,90813.27,13.3,1.11483e+06,HIGH
LN36523456,157652.4,296220,67490.5,10.4,315314,HIGH
LN78564332,26592.86,13446,2163.74,11.1,53195.8,HIGH
LN27384632,1574481.85,1617294,61457.83,14.2,3.149e+06,HIGH
LN31217686,214726.83,348678,38013.87,13.4,429468,HIGH
LN48556063,402564.74,958669,145482.71,9.9,805140,HIGH
LN80973058,5117.89,4806,31.86,11.0,10390.3,HIGH
LN53058779,162251.62,181570,39240.31,9.7,324511,HIGH
LN58997489,30296.62,60830,6461.04,11.3,60607.1,HIGH
LN14768296,248456.82,310429,86747.07,14.5,496923,HIGH
LN25515835,13435.35,24037,762.44,8.7,26905.9,HIGH
LN24497541,175134.3,200530,14689.13,9.5,350286,HIGH
LN73277383,415416.92,351090,26753.38,12.5,830851,HIGH
LN83979926,12142.22,12065,167.96,14.4,24363,HIGH
LN64764102,8747.68,6467,738.62,13.8,17509.7,HIGH
LN75050573,426303.03,1095907,122763.13,9.3,852620,HIGH
LN77672995,23697.79,14106,359.81,9.5,47438,HIGH
LN54259918,848186.41,1601323,5220.12,8.4,1.69668e+06,HIGH
LN10653149,318253.61,234677,8780.13,14.1,636540,HIGH
LN79285560,2903.5,4241,114.73,9.9,5847.92,HIGH
LN69296522,13454.62,19607,1931.45,14.4,26925.4,HIGH
LN68906981,32104.96,31702,4116.1,14.6,64223,HIGH
LN53912389,1099555.16,1806290,275375.66,9.5,2.19912e+06,HIGH
LN26341051,676301.16,306194,33658.65,12.4,1.35262e+06,HIGH
LN22527165,275982.43,363695,97218.56,13.9,551975,HIGH
LN48539484,282334.2,452684,48960.78,9.7,564682,HIGH
LN67511949,244244.8,438802,108976.93,10.8,488497,HIGH
LN67110038,212518.67,148675,27613.1,8.2,425045,HIGH
LN10927587,58604.5,98385,25349.54,11.4,117218,HIGH
LN71774918,5419.78,6896,1032.99,13.9,10851.6,HIGH
LN42967788,1352283.59,1549897,139835.37,9.5,2.70458e+06,HIGH
LN55581607,277177.41,142450,16116.74,11.0,554368,HIGH
LN55899421,4112.92,11893,65.24,8.1,8410.35,HIGH
LN84312618,381723.77,1158762,68767.2,8.1,763467,HIGH
LN55602637,4670.1,4413,937.46,14.7,9352.06,HIGH
LN53240394,111105.06,133254,4380.26,9.1,222245,HIGH
LN71363253,20480.44,19663,3497.89,14.9,40973.1,HIGH
LN49669480,36749.97,47771,8458.61,14.0,73510.6,HIGH
LN58860969,7614.75,11859,2816.87,11.9,15238.2,HIGH
LN83140301,839823.94,1031791,83564.46,14.7,1.67967e+06,HIGH
LN63789897,535474.31,255548,53216.08,11.8,1.07096e+06,HIGH
LN52863678,152076.34,295905,60087.31,10.1,304162,HIGH
LN37724707,1051616.27,1025400,45234.26,11.0,2.10326e+06,HIGH
LN25643261,507298.57,201710,13733.21,14.0,1.01462e+06,HIGH
LN47368322,706611.68,276741,25547.03,14.2,1.41324e+06,HIGH
LN44173201,21263.56,19559,3153.59,11.5,42538,HIGH
LN72608294,129685.26,53558,4637.99,13.5,259388,HIGH
LN56236703,140986.42,143058,19429.46,10.6,281985,HIGH
LN55082727,168658.72,299513,70617.66,12.5,337326,HIGH
LN67179346,6024.41,17434,294.1,8.2,12111.4,HIGH
LN82242846,2616396.61,1195083,261369.82,12.3,5.2328e+06,HIGH
LN77741164,125980.03,161482,20218.13,14.2,251975,HIGH
LN91914966,359654.79,482734,60838.94,13.7,719323,HIGH
LN19635157,512989.29,1318854,21791.04,9.3,1.02604e+06,HIGH
LN87625143,11338.79,32408,8832.71,8.4,22683.9,HIGH
LN99276827,13040.06,15222,3429.6,12.6,26090.7,HIGH
LN77988173,15290.85,15129,3243.69,14.5,30591.9,HIGH
LN32727271,250929.29,319063,29877.68,14.3,501876,HIGH
LN16684864,92468.23,91684,4262.55,14.6,184965,HIGH
LN37465353,3988173.46,1870207,517356.78,12.0,7.97636e+06,HIGH
LN56433114,230102.38,260530,63347.68,9.6,460213,HIGH
LN63127927,699302.2,291450,9597.6,13.4,1.39864e+06,HIGH
LN67852850,356732.35,954197,167899.36,9.0,713474,HIGH
LN85742067,312749.26,883635,161882.15,8.6,625508,HIGH
LN47569941,1761337.32,1145450,167175.84,8.8,3.52269e+06,HIGH
LN85574875,202342.44,158030,804.96,13.4,404887,HIGH
LN52367060,721904.13,1283157,340798.28,12.5,1.44382e+06,HIGH
LN58999039,61668.93,137230,34785.23,9.0,123344,HIGH
LN84842878,5826.78,9002,307.69,11.9,11687.2,HIGH
LN25175481,166061.2,229002,21072.56,13.4,332140,HIGH
LN37011506,479337.82,1209194,99665.8,8.1,958690,HIGH
LN77046124,110121.0,44064,9550.09,13.9,220254,HIGH
LN62035666,141463.88,429065,104052.93,8.1,282934,HIGH
LN20568369,66038.4,178602,31618.0,8.9,132086,HIGH
LN85446469,318198.7,136939,37080.57,13.0,636406,HIGH
LN97660940,302806.94,483737,11658.35,11.9,605659,HIGH
LN85578081,1029787.43,1918553,372684.74,8.5,2.05958e+06,HIGH
LN33417954,221275.2,362825,104138.79,13.3,442560,HIGH
LN21279087,338130.47,164287,42474.16,11.6,676270,HIGH
LN80441560,254439.67,183146,36850.35,14.4,508890,HIGH
LN34205133,14705.94,23673,2805.99,11.7,29424.3,HIGH
LN36046534,154619.33,239290,43502.79,10.0,309249,HIGH
LN14288501,37714.93,63428,18310.22,13.0,75438,HIGH
LN70758230,11282.13,18885,2757.59,11.3,22576.5,HIGH
LN27586304,2930.1,3723,617.21,8.1,5870.08,HIGH
LN64338262,1004155.7,856575,134182.43,12.4,2.00832e+06,HIGH
LN64098100,104589.21,109490,3448.46,10.3,209215,HIGH
LN80802883,5840.0,4170,202.08,14.1,11707.7,HIGH
LN76527713,155539.07,329534,74144.07,9.4,311087,HIGH
LN12279180,11442.3,21238,2569.14,8.4,22896.5,HIGH
LN86837955,174660.21,181049,53866.65,10.4,349329,HIGH
LN71524413,178688.99,307954,8819.39,9.1,357415,HIGH
LN23230597,138693.89,164433,29239.85,9.2,277396,HIGH
LN72548492,225543.13,237518,36627.12,13.9,451099,HIGH
LN85209323,1588218.34,1252027,242982.85,13.3,3.17645e+06,HIGH
LN52995749,207545.77,270997,71379.71,14.0,415101,HIGH
LN39110816,15793.18,21146,223.7,13.6,31687.3,HIGH
LN97279589,246504.02,218017,39628.0,12.0,493020,HIGH
LN70194774,9532.88,14804,3628.17,9.8,19073,HIGH
LN87991128,1036385.7,961821,248878.66,11.5,2.07278e+06,HIGH
LN86780145,806573.13,609716,126055.28,13.8,1.61316e+06,HIGH
LN84057170,1004433.05,1058438,299563.83,13.9,2.00888e+06,HIGH
LN11837544,118081.54,143623,6030.53,14.8,236193,HIGH
LN33000536,1543992.77,1446996,194423.47,11.4,3.088e+06,HIGH
LN79277418,254794.02,487280,32761.46,8.3,509607,HIGH
LN29589275,111651.72,202317,19988.74,8.7,223316,HIGH
LN79402936,10042.78,13427,1103.74,8.1,20100.2,HIGH
LN99550212,144177.06,258018,16869.26,8.8,288374,HIGH
LN98610444,261923.09,430026,33218.43,9.5,523864,HIGH
LN87976074,483013.83,487744,73684.42,14.4,966040,HIGH
LN55879951,356260.83,254477,17245.9,14.5,712542,HIGH
LN79960497,21877.49,22272,4632.82,14.2,43765.9,HIGH
LN59283489,53882.8,72231,9233.37,8.2,107776,HIGH
LN98123029,280481.71,248091,400.95,12.0,561587,HIGH
LN79300544,1615607.75,678862,108992.62,13.3,3.23123e+06,HIGH
LN16359655,90256.36,45020,4495.68,11.3,180528,HIGH
LN89099841,8772.19,12307,961.9,13.0,17563.3,HIGH
LN11245978,268770.18,233371,40076.39,12.2,537552,HIGH
LN35331247,346633.46,290312,39304.14,12.6,693280,HIGH
LN96429648,586001.07,1589116,393968.12,8.9,1.17201e+06,HIGH
LN99831087,89612.81,121923,35017.26,8.1,179232,HIGH
LN69947052,10897.82,24006,6411.4,10.4,21802.9,HIGH
LN76932375,244292.23,315426,26041.19,11.7,488602,HIGH
LN60813843,33067.82,23870,3607.76,14.3,66147.8,HIGH
LN69827955,168516.15,102165,16891.43,9.4,337043,HIGH
LN77298583,76916.78,84052,3216.29,9.9,153863,HIGH
LN97508233,44458.41,48742,10149.12,13.4,88927.5,HIGH
LN99921270,658589.68,438646,69102.75,8.6,1.31719e+06,HIGH
LN61282532,60282.38,77760,11854.64,8.5,120575,HIGH
LN28908454,80914.64,228209,66251.87,8.6,161836,HIGH
LN48437132,1410734.08,1894282,78626.06,13.7,2.8215e+06,HIGH
LN55811644,965155.32,1794714,15875.8,10.5,1.93043e+06,HIGH
LN23708249,718711.07,467324,21316.34,8.8,1.43745e+06,HIGH
LN64297194,47292.46,23326,4503.75,11.4,94594.9,HIGH
LN84971200,1236904.7,499573,94211.76,13.8,2.47382e+06,HIGH
LN27379607,620626.68,1103244,258819.0,10.9,1.24126e+06,HIGH
LN27075252,22929.92,22863,6799.66,10.7,45866.7,HIGH
LN20547558,12937.23,14165,878.23,13.3,25896.8,HIGH
LN29860182,202271.8,336765,2256.71,11.5,404697,HIGH
LN29627495,15060.78,17772,4289.44,12.5,30130.4,HIGH
LN65286981,7675.74,13594,2914.85,10.7,15360,HIGH
LN79333039,10736.44,13220,1206.3,12.0,21489,HIGH
LN86180525,19141.24,28381,7741.74,10.3,38290.8,HIGH
LN75707451,170949.45,229320,20656.11,13.7,341916,HIGH
LN72981473,94981.15,260663,74475.82,8.8,189970,HIGH
LN23183255,107828.42,208195,32419.13,11.7,215668,HIGH
LN94614271,150560.41,425091,106850.46,8.6,301128,HIGH
LN88058988,451374.82,414770,91401.66,11.6,902758,HIGH
LN42958240,168848.83,326221,66000.94,11.7,337707,HIGH
LN22944658,401014.12,225577,17848.65,10.1,802046,HIGH
LN94037176,1413747.03,1421473,150526.04,10.7,2.82751e+06,HIGH
LN15571524,2513019.02,1964435,308098.16,13.4,5.02605e+06,HIGH
LN63296997,940930.13,433478,33141.42,12.2,1.88188e+06,HIGH
LN91369552,41742.87,83904,13637.75,9.8,83495.1,HIGH
LN59441586,5197.39,6407,1601.58,11.8,10403.9,HIGH
LN42537208,98646.83,220714,49661.38,10.4,197302,HIGH
LN96080236,217992.37,300708,23126.92,13.4,436004,HIGH
LN73127701,185920.61,130670,13222.88,14.7,371857,HIGH
LN38001113,639379.14,1561523,325270.22,9.7,1.27877e+06,HIGH
LN54819174,185735.6,156881,36135.64,12.5,371481,HIGH
LN29382146,135435.95,125534,24447.49,11.5,270881,HIGH
LN49698993,50143.44,20023,2573.85,13.9,100301,HIGH
LN83536941,895602.22,405512,113511.8,12.4,1.79121e+06,HIGH
LN95158532,1318409.35,1637652,467381.47,12.1,2.63683e+06,HIGH
LN13081358,176378.36,104595,1932.19,9.6,352815,HIGH
LN91721885,169832.01,151566,11718.46,11.9,339683,HIGH
LN41626994,21646.65,20510,1526.5,11.2,43311,HIGH
LN81676879,6697.25,12309,3667.61,11.9,13403.3,HIGH
LN20239110,197025.55,174229,3960.26,12.0,394100,HIGH
LN15003161,3106.84,3863,863.53,8.3,6220.62,HIGH
LN11309047,269357.89,293773,39330.19,13.5,538728,HIGH
LN47205189,1111794.23,1852515,532516.47,11.5,2.2236e+06,HIGH
LN98109799,3412.62,7871,1891.22,9.7,6833.01,HIGH
LN53205742,101522.08,244435,8712.46,9.8,203077,HIGH
LN16415117,15340.51,16830,864.67,13.3,30706.1,HIGH
LN18710627,247085.53,581235,137340.68,8.6,494179,HIGH
LN19604496,282081.02,292052,7653.4,14.1,564207,HIGH
LN82542881,14703.7,20407,1171.22,13.2,29430,HIGH
LN77322036,59496.34,70403,17205.42,9.2,119001,HIGH
LN86355399,3815.03,2409,11.18,8.6,7849.77,HIGH
LN86059248,380490.74,456925,53910.78,9.1,760993,HIGH
LN93715472,1322648.29,1642925,71717.15,12.1,2.64532e+06,HIGH
LN66620830,77123.31,124890,9898.9,9.6,154263,HIGH
LN31177889,91822.85,212826,44407.0,8.7,183653,HIGH
LN29933270,7653.57,9358,2442.63,12.0,15315.8,HIGH
LN41315660,80367.36,160256,47792.03,11.4,160743,HIGH
LN14674616,360060.14,274355,66087.68,13.7,720131,HIGH
LN97735498,770428.93,403892,57215.94,10.8,1.54087e+06,HIGH
LN29753121,20442.21,11393,2244.18,10.1,40894.1,HIGH
LN54821225,18188.8,7440,1247.79,13.5,36388.7,HIGH
LN72107265,104713.45,192208,11518.01,8.6,209447,HIGH
LN57658058,1344709.16,1906803,397998.2,10.8,2.68943e+06,HIGH
LN31291893,1182516.9,1694903,69829.41,10.7,2.36506e+06,HIGH
LN27780596,106445.23,115964,4710.89,13.5,212921,HIGH
LN81469751,576257.72,561808,66261.11,11.0,1.15253e+06,HIGH
LN83625450,11231.22,24173,1615.83,10.6,22482.3,HIGH
LN88620824,72058.32,63023,17567.98,12.1,144126,HIGH
LN43036382,493110.72,191654,9922.25,14.3,986246,HIGH
LN46967248,238783.01,244981,27740.26,10.5,477580,HIGH
LN66289208,3599.54,7626,1123.44,10.4,7209.99,HIGH
LN35859523,47968.93,18578,228.58,14.3,96024.4,HIGH
LN51637505,94122.45,177821,41095.89,11.9,188254,HIGH
LN56471189,1183323.09,1648786,151814.39,13.3,2.36666e+06,HIGH
LN57129673,260040.31,104969,18952.65,13.8,520092,HIGH
LN85700279,13180.59,22693,3051.09,9.0,26371.9,HIGH
LN14371488,18228.1,13204,3342.4,14.2,36467.1,HIGH
LN20488392,65897.52,69245,16212.93,13.9,131805,HIGH
LN33051293,17568.62,22300,1290.36,14.2,35160.4,HIGH
LN34650150,359449.49,541239,31801.49,14.2,718922,HIGH
LN18183850,1341019.97,1940773,37935.61,12.9,2.6821e+06,HIGH
LN79022132,1737049.2,987793,286156.88,10.0,3.47411e+06,HIGH
LN75756282,597540.94,809603,83650.61,13.6,1.1951e+06,HIGH
LN14154358,91377.44,139952,14823.55,14.0,182770,HIGH
LN82430241,847867.09,1541283,124944.13,10.7,1.69575e+06,HIGH
LN94662469,3271175.9,1520486,417207.33,12.1,6.54236e+06,HIGH
LN27084257,1280807.31,1009658,98719.47,13.3,2.56163e+06,HIGH
LN62835200,93209.25,183885,987.63,11.5,186610,HIGH
LN80605217,20144.75,24729,6646.77,14.6,40299,HIGH
LN54741097,347224.0,457546,21351.53,11.5,694475,HIGH
LN84166863,29827.72,33831,5348.96,13.0,59666.8,HIGH
LN70169699,21173.68,14149,1912.32,8.5,42357.6,HIGH
LN92537927,150706.54,226513,36257.14,12.5,301424,HIGH
LN37561648,160343.57,315001,47427.73,8.1,320697,HIGH
LN96673663,57898.04,82724,21329.16,13.0,115806,HIGH
LN90571241,14570.98,17522,2963.64,14.8,29153.3,HIGH
LN39204126,13191.88,21612,266.83,9.4,26467.7,HIGH
LN69516392,1349966.28,1141278,148654.1,12.5,2.69995e+06,HIGH
LN10604578,146178.85,231495,43287.29,9.8,292366,HIGH
LN45721514,328120.24,577108,58134.76,12.6,656256,HIGH
LN42119845,112946.82,252783,39515.14,10.4,225904,HIGH
LN23016813,55809.14,99893,18528.68,12.4,111630,HIGH
LN37302538,207451.18,428402,59655.32,11.1,414915,HIGH
LN58642298,1874370.31,697163,71580.61,14.9,3.74876e+06,HIGH
LN93372484,1061961.67,1072585,317501.94,14.4,2.12393e+06,HIGH
LN35078811,35337.89,73460,6248.22,11.0,70691.3,HIGH
LN85573019,177141.2,522006,939.38,8.3,354842,HIGH
LN98772955,34421.62,23370,5866.38,8.4,68850.2,HIGH
LN61364483,11589.86,7880,303.43,8.3,23208.1,HIGH
LN52032647,305276.71,272579,61171.42,11.9,610562,HIGH
LN63432576,255182.62,253340,65970.1,14.6,510375,HIGH
LN76492158,163591.04,255913,40556.74,12.1,327194,HIGH
LN70843225,14273.9,14836,4313.86,13.9,28556.4,HIGH
LN99381838,1036041.3,396778,60090.64,14.5,2.0721e+06,HIGH
LN52124679,9450.52,11785,1704.17,14.3,18914.1,HIGH
LN96111942,261033.72,180348,2747.29,8.3,522136,HIGH
LN68154309,219425.91,225218,54683.4,14.2,438861,HIGH
LN77796430,961007.77,1461021,33520.37,14.1,1.92206e+06,HIGH
LN10085988,221966.3,267687,65589.54,12.4,443942,HIGH
LN98691335,1289348.39,1270292,103394.42,14.7,2.57872e+06,HIGH
LN36298678,315992.91,420632,64490.41,11.4,631996,HIGH
LN71500635,358490.43,897902,246104.66,9.5,716988,HIGH
LN73707278,7885.86,7731,99.92,10.7,15852.7,HIGH
LN85291257,98215.51,165000,25624.94,9.3,196441,HIGH
LN70668677,583886.1,273727,69152.09,12.0,1.16778e+06,HIGH
LN28068003,104004.56,159030,36782.63,10.1,208017,HIGH
LN52836644,5541.47,6099,1002.81,13.0,11094.6,HIGH
LN60781360,126058.26,242350,61215.0,10.2,252125,HIGH
LN31746100,14900.69,20422,1249.59,11.0,29821.8,HIGH
LN86192104,13613.4,6900,1295.49,11.0,27236.8,HIGH
LN59775685,37794.84,68967,14076.05,12.2,75599,HIGH
LN88615555,3640236.14,1927604,361118.91,10.7,7.28048e+06,HIGH
LN58997289,82046.78,248594,21801.72,8.1,164107,HIGH
LN83788385,9356.4,7885,186.74,12.3,18760.4,HIGH
LN74253661,526801.11,195890,6890.05,14.9,1.05364e+06,HIGH
LN31124011,460740.68,306833,50776.25,8.6,921490,HIGH
LN53370490,22102.3,15537,2835.93,14.6,44216.8,HIGH
LN70957577,870411.75,1531442,35929.7,12.6,1.74087e+06,HIGH
LN51597706,96724.68,74213,15898.33,13.6,193459,HIGH
LN98992368,215295.16,113909,23149.86,10.7,430600,HIGH
LN10588989,110343.23,115525,12793.82,10.3,220700,HIGH
LN16320195,31760.24,21553,4656.15,8.4,63528.8,HIGH
LN66377610,667203.16,360329,71419.59,10.5,1.33442e+06,HIGH
LN68280847,145133.55,270075,74738.9,8.5,290274,HIGH
LN23024637,559580.34,260027,67364.71,12.1,1.11917e+06,HIGH
LN40225055,542206.47,666885,154987.31,12.2,1.08442e+06,HIGH
LN99031499,231365.8,206549,17024.67,11.9,462748,HIGH
LN24364648,26664.02,58641,17085.06,10.5,53336.7,HIGH
LN15806214,502431.68,1232198,269153.21,8.3,1.00487e+06,HIGH
LN35429109,198965.08,192685,15635.34,14.9,397950,HIGH
LN59800161,193984.45,288787,64726.05,12.6,387979,HIGH
LN75089220,64298.53,85378,22550.07,11.4,128605,HIGH
LN60885960,454184.37,214809,28154.98,11.9,908382,HIGH
LN27140693,278593.48,494981,109251.3,12.5,557197,HIGH
LN77559196,367025.19,543389,93826.48,10.4,734061,HIGH
LN32614881,1140045.69,1749556,349888.28,14.0,2.2801e+06,HIGH
LN59152014,72333.59,161739,38093.49,10.4,144675,HIGH
LN80495664,13642.59,15072,576.14,13.2,27316.8,HIGH
LN93207937,158190.33,319045,5969.78,9.8,316438,HIGH
LN95512205,246089.44,184407,16000.47,13.9,492196,HIGH
LN10883380,845213.82,1911337,31753.97,8.9,1.69049e+06,HIGH
LN66902064,126297.83,234538,42839.48,10.5,252605,HIGH
LN90545239,379403.46,265529,54500.72,8.2,758815,HIGH
LN71718440,186944.99,292107,10971.69,13.8,373922,HIGH
LN41215811,175378.49,223835,55498.97,8.6,350764,HIGH
LN87537716,306109.29,395314,35319.45,11.7,612235,HIGH
LN13157097,4822.93,5336,984.42,12.9,9655.87,HIGH
LN53281720,199348.07,274962,65907.14,13.4,398707,HIGH
LN47638314,894276.95,1386287,107517.94,12.2,1.78857e+06,HIGH
LN63276276,147401.09,181127,17774.82,12.2,294818,HIGH
LN46168558,116919.48,249690,17032.8,10.8,233858,HIGH
LN93023559,32415.87,18522,1605.01,9.9,64846.5,HIGH
LN13015903,11941.88,18214,2831.41,12.2,23894.5,HIGH
LN24521125,282531.27,280517,23389.84,14.6,565081,HIGH
LN41297313,9914.57,26722,7981.04,8.8,19835.7,HIGH
LN66621746,618608.2,452632,89023.58,14.2,1.23723e+06,HIGH
LN23582027,34550.6,47444,3691.96,13.4,69119.6,HIGH
LN65526452,7921.02,19504,813.08,8.1,15870,HIGH
LN20940473,1064464.14,1226036,117512.4,12.9,2.12894e+06,HIGH
LN48475160,150368.96,270021,15615.24,10.8,300759,HIGH
LN24789134,6767.45,9628,126.95,10.5,13615.1,HIGH
LN39795231,95464.35,81281,3139.44,12.4,190960,HIGH
LN36465176,365030.82,1046027,274559.97,8.5,730068,HIGH
LN98254645,405108.74,928040,105091.27,8.8,810229,HIGH
LN84597636,277106.09,509198,47262.04,10.6,554228,HIGH
LN42185491,302365.2,221173,5199.84,14.2,604780,HIGH
LN17007565,257260.45,407655,49387.35,9.8,514533,HIGH
LN75063214,565168.87,1715926,463265.33,8.1,1.13034e+06,HIGH
LN64815659,1267916.49,485596,114525.46,14.5,2.53584e+06,HIGH
LN33285512,622610.88,255394,4940.1,13.6,1.24528e+06,HIGH
LN19333241,185651.61,133250,35603.07,8.0,371310,HIGH
LN92161671,31199.43,39103,8931.38,14.4,62409.6,HIGH
LN19590956,16569.82,27875,5432.04,11.3,33148.8,HIGH
LN79385068,10101.58,18016,3943.77,10.7,20211.9,HIGH
LN60320963,7976.76,13098,3613.28,9.3,15960.3,HIGH
LN50486934,11232.37,24449,4417.12,10.5,22474.8,HIGH
LN52711107,135416.46,352374,25950.91,9.2,270850,HIGH
LN48369395,418068.63,206935,1983.53,11.4,836246,HIGH
LN51800934,5717.52,5492,1162.05,10.8,11444.1,HIGH
LN41484218,18883.5,23584,944.45,8.7,37795.3,HIGH
LN93436458,963217.17,368882,41650.61,14.5,1.92645e+06,HIGH
LN61241401,5426.62,9249,1749.87,8.9,10861.7,HIGH
LN23017713,4008.11,4555,1204.25,12.5,8026.03,HIGH
LN95973130,339003.06,205639,27345.8,9.4,678018,HIGH
LN58558675,473517.37,192698,14483.49,13.7,947054,HIGH
LN82900608,141682.21,219249,28820.67,10.0,283377,HIGH
LN79096199,13668.98,14922,702.19,9.8,27362.2,HIGH
LN16375398,1756951.09,1265480,197809.29,14.4,3.51392e+06,HIGH
LN41306646,295588.59,129324,24629.84,12.8,591188,HIGH
LN69903967,3583124.73,1975217,406733.8,10.3,7.16626e+06,HIGH
